Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
Tuberculosis,leg_pain,seizures,fever,weight_loss,skin_rash,breast_pain,memory_loss,sneezing,chest_pain,bleeding,vomiting,cough,,,,,
Tuberculosis,night_sweats,chest_pain,fever,cough,,,,,,,,,,,,,
Tuberculosis,blood_in_semen,swollen_lymph_nodes,weight_loss,visual_aura,skin_rash,chills,heart_palpitations,night_sweats,nail_pitting,blisters,cold_intolerance,chronic_cough,hunger,nasal_congestion,urinary_difficulty,,
Tuberculosis,blisters,weight_loss,cough,night_sweats,,,,,,,,,,,,,
Tuberculosis,fever,cough,sore_throat,night_sweats,chest_pain,,,,,,,,,,,,
Tuberculosis,night_sweats,cough,joint_pain,nodal_eruptions,hoarseness,frequent_respiratory_infections,,,,,,,,,,,
Tuberculosis,weight_loss,headache,chest_pain,fever,cough,,,,,,,,,,,,
Tuberculosis,frequent_respiratory_infections,skin_rash,polydipsia,weight_loss,night_sweats,chest_pain,cough,dysphagia,diarrhea,balance_loss,dry_skin,confusion,wheezing,fever,headache,,
Tuberculosis,weight_loss,cough,chronic_cough,shortness_of_breath,fever,chest_pain,scaling,blood_in_stool,seizures,dark_urine,,,,,,,
Tuberculosis,fever,dischromic_patches,chest_pain,stiffness,frequent_respiratory_infections,weight_loss,cough,,,,,,,,,,
Tuberculosis,weight_loss,fever,chest_pain,loss_of_appetite,night_sweats,cough,dry_skin,nipple_inversion,,,,,,,,,
Tuberculosis,hunger,hoarseness,night_sweats,constipation,chronic_cough,cough,skin_rash,fever,dizziness,chest_pain,persistent_cough,,,,,,
Tuberculosis,hives,weight_loss,night_sweats,chest_pain,cough,,,,,,,,,,,,
Tuberculosis,creaking_joints,polyuria,night_sweats,chest_pain,fatigue,cough,weight_loss,breathlessness,coughing_blood,,,,,,,,
Tuberculosis,shortness_of_breath,blood_in_semen,nail_pitting,cough,cramps,iron_deficiency_anemia,vertigo,muscle_pain,high_blood_pressure,chest_pain,weight_loss,,,,,,
Tuberculosis,constipation,sneezing,phonophobia,chest_pain,pelvic_pain,cough,chronic_cough,vomiting_blood,night_sweats,arm_pain,polyuria,confusion,erectile_dysfunction,changes_in_bowel_habits,weight_loss,nasal_congestion,fever
Tuberculosis,fever,cough,dehydration,wheezing,skin_rash,weight_loss,night_sweats,swollen_lymph_nodes,chest_pain,,,,,,,,
Tuberculosis,chest_pain,night_sweats,cough,runny_nose,sore_throat,,,,,,,,,,,,
Tuberculosis,blood_in_semen,palpitations,night_sweats,fever,changes_in_urination,yellow_skin,vomiting_blood,weight_loss,cough,urinary_difficulty,swollen_lymph_nodes,blisters,dehydration,sneezing,fatigue,,
Tuberculosis,visual_aura,weight_loss,cloudy_urine,chest_pain,cough,,,,,,,,,,,,
Tuberculosis,cough,fever,night_sweats,,,,,,,,,,,,,,
Tuberculosis,chest_pain,night_sweats,cough,bone_pain,hunger,difficulty_speaking,blood_in_stool,fever,breathlessness,,,,,,,,
Tuberculosis,nausea,dehydration,bloating_after_meals,weight_loss,bloating,cough,dry_skin,runny_nose,arm_pain,fever,night_sweats,,,,,,
Tuberculosis,weight_loss,swelling_in_legs,night_sweats,early_satiety,chills,cough,headache,yellow_skin,weakness,palpitations,blood_in_semen,reduced_mobility,fever,chest_pain,vomiting,,
Tuberculosis,nail_pitting,hunger,cramps,weight_loss,creaking_joints,night_sweats,heartburn,blood_in_stool,headache,jaundice,visual_aura,fever,breathlessness,cough,,,
Tuberculosis,cough,numbness,breathlessness,fever,weight_loss,nausea,indigestion,headache,chest_pain,,,,,,,,
Tuberculosis,fever,night_sweats,cough,,,,,,,,,,,,,,
Tuberculosis,fever,cough,night_sweats,chest_pain,,,,,,,,,,,,,
Tuberculosis,sore_throat,abdominal_cramps,fever,high_blood_pressure,polydipsia,constipation,cough,early_satiety,reduced_mobility,arm_pain,scarring,,,,,,
Tuberculosis,weight_loss,chills,swelling_in_legs,cough,fever,headache,loss_of_appetite,dehydration,chest_pain,cloudy_urine,,,,,,,
Tuberculosis,mood_swings,night_sweats,weight_loss,chest_pain,chills,cough,photophobia,,,,,,,,,,
Tuberculosis,cough,frequent_respiratory_infections,neck_pain,urinary_difficulty,breast_lump,chest_pain,bleeding,shortness_of_breath,weight_loss,visible_veins,night_sweats,vomiting,dischromic_patches,,,,
Tuberculosis,burning_urination,loss_of_appetite,iron_deficiency_anemia,confusion,chronic_cough,vertigo,swollen_lymph_nodes,erectile_dysfunction,itching,vomiting_blood,skin_dimpling,cough,constipation,chest_pain,nodal_eruptions,,
Tuberculosis,blurred_vision,swollen_lymph_nodes,crusting,night_sweats,blood_in_semen,fever,anal_pain,early_satiety,nausea,cough,jaundice,,,,,,
Tuberculosis,hoarseness,numbness,fever,weight_loss,cough,night_sweats,,,,,,,,,,,
Tuberculosis,bone_pain,palpitations,persistent_cough,bloating_after_meals,cloudy_urine,visual_aura,nipple_discharge,fever,dischromic_patches,burning_urination,chest_pain,frequent_respiratory_infections,night_sweats,cough,vesicles,shortness_of_breath,weight_loss
Tuberculosis,chest_pain,shortness_of_breath,night_sweats,dysphagia,yellow_skin,heart_palpitations,nasal_congestion,confusion,dark_urine,cough,persistent_cough,fever,jaundice,sweating,weight_loss,abdominal_cramps,
Tuberculosis,cramps,blisters,dizziness,joint_pain,weight_loss,coughing_blood,bleeding,anal_pain,yellow_skin,visible_veins,jaundice,diarrhea,chest_pain,numbness,difficulty_speaking,bone_pain,night_sweats
Tuberculosis,night_sweats,weight_loss,cough,fever,acid_reflux,,,,,,,,,,,,
Tuberculosis,nodal_eruptions,chest_pain,fever,polydipsia,bone_pain,dry_skin,weight_loss,frequent_urination,changes_in_bowel_habits,hives,dischromic_patches,cough,difficulty_speaking,bloating_after_meals,visible_veins,,
Tuberculosis,cough,fever,night_sweats,weight_loss,chest_pain,,,,,,,,,,,,
Tuberculosis,fever,confusion,sore_throat,loss_of_appetite,abdominal_cramps,vertigo,balance_loss,black_stools,itching,neck_pain,anal_pain,night_sweats,stiffness,chest_pain,skin_rash,nipple_inversion,dischromic_patches
Tuberculosis,changes_in_urination,night_sweats,dysphagia,nausea,leg_pain,cold_intolerance,blood_in_semen,fever,swelling,sneezing,cough,confusion,,,,,
Tuberculosis,weight_loss,nipple_discharge,fever,runny_nose,cough,night_sweats,changes_in_bowel_habits,,,,,,,,,,
Tuberculosis,leg_pain,fatigue,bleeding,blisters,phonophobia,chest_pain,iron_deficiency_anemia,hives,dehydration,cold_intolerance,coughing_blood,weight_loss,night_sweats,muscle_pain,pimples,jaundice,pelvic_pain
Tuberculosis,night_sweats,fever,weight_loss,cough,,,,,,,,,,,,,
Tuberculosis,breast_pain,headache,cough,chest_pain,tremors,weight_loss,,,,,,,,,,,
Tuberculosis,hunger,phonophobia,sweating,night_sweats,bleeding,breast_pain,balance_loss,weight_loss,chest_pain,swelling,jaundice,cough,bloating_after_meals,visual_aura,blurred_vision,cloudy_urine,
Tuberculosis,fever,cough,weight_loss,chest_pain,,,,,,,,,,,,,
Tuberculosis,dark_urine,cough,difficulty_speaking,cramps,coughing_blood,nodal_eruptions,weight_loss,swelling_in_legs,cloudy_urine,diarrhea,hoarseness,chest_pain,skin_rash,iron_deficiency_anemia,yellow_skin,,
Tuberculosis,cough,weight_loss,erectile_dysfunction,chest_pain,hoarseness,night_sweats,,,,,,,,,,,
Tuberculosis,dizziness,weight_loss,stiffness,night_sweats,cough,cramps,,,,,,,,,,,
Tuberculosis,night_sweats,cough,weight_loss,chest_pain,,,,,,,,,,,,,
Tuberculosis,vomiting,creaking_joints,weight_loss,cough,blood_in_semen,runny_nose,frequent_respiratory_infections,seizures,neck_pain,balance_loss,scarring,chest_pain,fever,sweating,night_sweats,,
Tuberculosis,pelvic_pain,nail_pitting,cough,night_sweats,sore_throat,vesicles,acid_reflux,high_blood_pressure,scarring,weight_loss,indigestion,polydipsia,hoarseness,chest_pain,,,
Tuberculosis,shortness_of_breath,hives,frequent_urination,black_stools,cough,changes_in_urination,creaking_joints,chest_pain,dizziness,night_sweats,,,,,,,
Tuberculosis,persistent_cough,cough,night_sweats,loss_of_appetite,weakness,vomiting,breast_lump,coughing_blood,fever,weight_loss,,,,,,,
Tuberculosis,dark_urine,chronic_cough,weight_loss,chest_pain,cough,,,,,,,,,,,,
Tuberculosis,fever,weight_loss,night_sweats,cold_intolerance,chills,blackheads,nail_pitting,urinary_difficulty,chest_pain,cough,fatigue,memory_loss,,,,,
Tuberculosis,blood_in_semen,loss_of_appetite,constipation,bone_pain,runny_nose,cough,coughing_blood,bloating_after_meals,swelling,anal_pain,heart_palpitations,fever,night_sweats,,,,
Tuberculosis,night_sweats,weight_loss,cough,fever,,,,,,,,,,,,,
Tuberculosis,iron_deficiency_anemia,leg_pain,phonophobia,chest_pain,acid_reflux,nipple_inversion,weight_loss,night_sweats,dysphagia,vesicles,loss_of_appetite,crusting,pimples,cough,muscle_pain,polyuria,tremors
Tuberculosis,bone_pain,weight_loss,cough,fever,photophobia,weight_gain,reduced_mobility,,,,,,,,,,
Tuberculosis,arm_pain,oiliness,skin_rash,anal_pain,vomiting_blood,cough,night_sweats,fever,,,,,,,,,
Tuberculosis,cough,night_sweats,chest_pain,weight_loss,,,,,,,,,,,,,
Tuberculosis,skin_rash,chronic_cough,weight_gain,high_blood_pressure,hunger,fever,urinary_difficulty,cough,bloating_after_meals,disorientation,dry_skin,bleeding,night_sweats,,,,
Tuberculosis,headache,early_satiety,dizziness,dehydration,indigestion,cough,blurred_vision,fever,night_sweats,disorientation,skin_dimpling,weight_loss,,,,,
Tuberculosis,weight_loss,night_sweats,fever,cough,chest_pain,black_stools,,,,,,,,,,,
Tuberculosis,weight_loss,fever,sneezing,cough,blackheads,night_sweats,chest_pain,,,,,,,,,,
Tuberculosis,weight_loss,dysphagia,arm_pain,chest_pain,memory_loss,cough,high_blood_pressure,vomiting,night_sweats,changes_in_urination,creaking_joints,fatigue,,,,,
Tuberculosis,weight_loss,cold_intolerance,cough,burning_urination,nail_pitting,hoarseness,scarring,blackheads,dysphagia,chest_pain,changes_in_urination,night_sweats,,,,,
Common Cold,early_satiety,fever,runny_nose,sneezing,loss_of_appetite,sore_throat,cough,persistent_cough,,,,,,,,,
Common Cold,sore_throat,runny_nose,dizziness,sneezing,fever,pelvic_pain,changes_in_urination,,,,,,,,,,
Common Cold,fatigue,sweating,dizziness,breathlessness,dysphagia,sore_throat,bloating,black_stools,polydipsia,fever,runny_nose,blisters,leg_pain,numbness,,,
Common Cold,pimples,cough,sneezing,runny_nose,black_stools,fever,,,,,,,,,,,
Common Cold,erectile_dysfunction,wheezing,difficulty_speaking,numbness,swollen_lymph_nodes,runny_nose,vertigo,sneezing,coughing_blood,breast_lump,,,,,,,
Common Cold,sneezing,muscle_pain,fever,runny_nose,cough,,,,,,,,,,,,
Common Cold,constipation,sneezing,vesicles,bloating,runny_nose,polydipsia,cough,sweating,palpitations,heart_palpitations,diarrhea,black_stools,reduced_mobility,sore_throat,breathlessness,creaking_joints,
Common Cold,cough,vesicles,difficulty_speaking,diarrhea,skin_rash,neck_pain,sore_throat,vomiting_blood,balance_loss,dizziness,jaundice,nasal_congestion,sneezing,,,,
Common Cold,skin_rash,bleeding,cough,sore_throat,sneezing,,,,,,,,,,,,
Common Cold,cough,photophobia,weakness,vertigo,shortness_of_breath,sore_throat,stiffness,runny_nose,blackheads,fever,high_blood_pressure,creaking_joints,sneezing,headache,early_satiety,,
Common Cold,cough,sneezing,sore_throat,fever,blurred_vision,dizziness,runny_nose,,,,,,,,,,
Common Cold,cough,bloating,sore_throat,vertigo,dysphagia,phonophobia,muscle_pain,sneezing,fever,chest_tightness,,,,,,,
Common Cold,vomiting_blood,urinary_difficulty,chest_pain,dehydration,hives,headache,runny_nose,oiliness,diarrhea,changes_in_bowel_habits,cloudy_urine,sneezing,sore_throat,bloating,,,
Common Cold,sneezing,arm_pain,balance_loss,dizziness,fatigue,coughing_blood,fever,breast_lump,photophobia,abdominal_cramps,scaling,breathlessness,sore_throat,runny_nose,,,
Common Cold,blood_in_semen,leg_pain,blisters,cough,runny_nose,itching,bloating_after_meals,burning_urination,constipation,heartburn,changes_in_bowel_habits,blackheads,sore_throat,hoarseness,photophobia,visible_veins,numbness
Common Cold,cough,runny_nose,sneezing,joint_pain,fever,,,,,,,,,,,,
Common Cold,fever,runny_nose,sore_throat,diarrhea,sneezing,cramps,weakness,cough,visible_veins,,,,,,,,
Common Cold,fever,sneezing,runny_nose,,,,,,,,,,,,,,
Common Cold,runny_nose,sneezing,fever,cough,wheezing,,,,,,,,,,,,
Common Cold,diarrhea,cough,sneezing,fever,balance_loss,sore_throat,sweating,chronic_cough,swelling_in_legs,vertigo,,,,,,,
Common Cold,cough,memory_loss,sneezing,fever,runny_nose,early_satiety,heart_palpitations,sore_throat,bone_pain,vesicles,creaking_joints,,,,,,
Common Cold,sneezing,sweating,cough,fever,iron_deficiency_anemia,nipple_discharge,changes_in_bowel_habits,difficulty_speaking,sore_throat,runny_nose,,,,,,,
Common Cold,sore_throat,sneezing,fever,runny_nose,,,,,,,,,,,,,
Common Cold,arm_pain,vesicles,black_stools,constipation,itching,muscle_pain,cloudy_urine,runny_nose,night_sweats,dry_skin,wheezing,sore_throat,chills,sneezing,abdominal_pain,dark_urine,chest_tightness
Common Cold,sneezing,tremors,bloating,nail_pitting,fever,palpitations,changes_in_bowel_habits,weight_gain,cough,runny_nose,sore_throat,itching,abdominal_cramps,sweating,oiliness,swelling,
Common Cold,sneezing,cough,sore_throat,runny_nose,,,,,,,,,,,,,
Common Cold,sneezing,cough,sore_throat,fever,,,,,,,,,,,,,
Common Cold,runny_nose,cough,tremors,confusion,heart_palpitations,chills,sore_throat,fever,blurred_vision,leg_pain,vertigo,headache,vomiting_blood,,,,
Common Cold,runny_nose,night_sweats,sore_throat,cough,polydipsia,itching,,,,,,,,,,,
Common Cold,reduced_mobility,vertigo,cough,runny_nose,hunger,sore_throat,sneezing,itching,nipple_discharge,disorientation,fever,frequent_respiratory_infections,swelling,,,,
Common Cold,sore_throat,sneezing,cough,reduced_mobility,runny_nose,,,,,,,,,,,,
Common Cold,fever,runny_nose,sore_throat,,,,,,,,,,,,,,
Common Cold,runny_nose,chest_pain,persistent_cough,scarring,changes_in_urination,balance_loss,frequent_respiratory_infections,blisters,fever,nasal_congestion,breathlessness,nausea,cough,heart_palpitations,confusion,sneezing,
Common Cold,sore_throat,mood_swings,sneezing,reduced_mobility,scarring,phonophobia,polyuria,runny_nose,heartburn,nasal_congestion,sweating,difficulty_speaking,swollen_lymph_nodes,early_satiety,cough,,
Common Cold,fever,runny_nose,wheezing,sneezing,,,,,,,,,,,,,
Common Cold,nasal_congestion,numbness,nipple_inversion,runny_nose,dischromic_patches,cramps,cough,dizziness,sneezing,polydipsia,indigestion,dysphagia,oiliness,skin_rash,fever,vomiting_blood,muscle_pain
Common Cold,fever,changes_in_bowel_habits,scarring,blisters,itching,sneezing,sore_throat,runny_nose,numbness,hunger,cough,,,,,,
Common Cold,fever,polyuria,runny_nose,sweating,sneezing,blurred_vision,cough,heartburn,sore_throat,loss_of_appetite,,,,,,,
Common Cold,fever,vertigo,sore_throat,runny_nose,cough,,,,,,,,,,,,
Common Cold,sweating,blisters,weight_gain,vomiting,chronic_cough,leg_pain,runny_nose,confusion,polyuria,neck_pain,erectile_dysfunction,cough,wheezing,early_satiety,pelvic_pain,night_sweats,creaking_joints
Common Cold,mood_swings,runny_nose,blackheads,polyuria,swollen_lymph_nodes,loss_of_appetite,sneezing,sore_throat,cough,blood_in_stool,fever,difficulty_speaking,,,,,
Common Cold,pelvic_pain,nipple_discharge,sneezing,nasal_congestion,runny_nose,visual_aura,headache,frequent_respiratory_infections,changes_in_bowel_habits,neck_pain,yellow_skin,itchy_eyes,early_satiety,hoarseness,polyuria,sore_throat,
Common Cold,cough,sore_throat,fever,sneezing,,,,,,,,,,,,,
Common Cold,constipation,cough,dysphagia,runny_nose,oiliness,blood_in_semen,sneezing,photophobia,,,,,,,,,
Common Cold,burning_urination,fever,runny_nose,chest_pain,disorientation,pimples,anal_pain,nipple_inversion,numbness,polydipsia,sore_throat,sneezing,scaling,frequent_urination,sweating,nasal_congestion,
Common Cold,arm_pain,sneezing,fever,stiffness,weight_loss,heart_palpitations,cloudy_urine,,,,,,,,,,
Common Cold,sneezing,erectile_dysfunction,cloudy_urine,runny_nose,cough,tremors,sore_throat,,,,,,,,,,
Common Cold,runny_nose,sneezing,cough,,,,,,,,,,,,,,
Common Cold,cough,sore_throat,wheezing,blisters,fever,runny_nose,,,,,,,,,,,
Common Cold,frequent_urination,sore_throat,cough,muscle_pain,fever,dehydration,sneezing,abdominal_pain,nasal_congestion,tremors,oiliness,,,,,,
Common Cold,fever,shortness_of_breath,blood_in_stool,pimples,polydipsia,runny_nose,polyuria,confusion,chills,blisters,,,,,,,
Common Cold,scarring,erectile_dysfunction,cramps,memory_loss,runny_nose,mood_swings,sneezing,sore_throat,,,,,,,,,
Common Cold,fatigue,chronic_cough,numbness,nodal_eruptions,cough,sneezing,tremors,runny_nose,sore_throat,,,,,,,,
Common Cold,runny_nose,dehydration,scarring,breast_lump,fever,sore_throat,scaling,,,,,,,,,,
Common Cold,polydipsia,scaling,blood_in_semen,burning_urination,hives,cough,chills,dehydration,runny_nose,phonophobia,sore_throat,sneezing,difficulty_speaking,,,,
Common Cold,nail_pitting,blisters,vertigo,cough,heartburn,early_satiety,creaking_joints,reduced_mobility,cramps,runny_nose,disorientation,seizures,sneezing,fever,dizziness,difficulty_speaking,bleeding
Common Cold,cold_intolerance,blood_in_stool,yellow_skin,cramps,fever,shortness_of_breath,scaling,sneezing,itching,sore_throat,abdominal_cramps,polydipsia,anal_pain,chest_pain,dry_skin,bone_pain,runny_nose
Common Cold,swollen_lymph_nodes,blackheads,heartburn,cough,sore_throat,sneezing,fever,swelling_in_legs,,,,,,,,,
Common Cold,sore_throat,fever,cough,,,,,,,,,,,,,,
Common Cold,runny_nose,sneezing,fever,,,,,,,,,,,,,,
Common Cold,sore_throat,breast_lump,cough,visual_aura,cramps,runny_nose,nipple_inversion,vomiting,sneezing,,,,,,,,
Common Cold,cough,runny_nose,sneezing,,,,,,,,,,,,,,
Common Cold,hives,sore_throat,nodal_eruptions,numbness,photophobia,dark_urine,neck_pain,cough,urinary_difficulty,dischromic_patches,,,,,,,
Common Cold,chills,balance_loss,itching,skin_dimpling,sneezing,palpitations,dry_skin,leg_pain,joint_pain,numbness,fever,runny_nose,acid_reflux,frequent_urination,creaking_joints,cough,heart_palpitations
Common Cold,sneezing,chills,mood_swings,sore_throat,confusion,muscle_pain,coughing_blood,stiffness,cough,night_sweats,heartburn,iron_deficiency_anemia,abdominal_pain,polydipsia,dry_skin,runny_nose,
Common Cold,dehydration,iron_deficiency_anemia,abdominal_pain,nasal_congestion,chronic_cough,difficulty_speaking,sore_throat,visible_veins,frequent_respiratory_infections,swelling_in_legs,sneezing,dry_skin,skin_rash,itchy_eyes,nipple_inversion,,
Common Cold,runny_nose,polyuria,yellow_skin,hoarseness,loss_of_appetite,scaling,burning_urination,blood_in_stool,early_satiety,sneezing,fever,cough,dischromic_patches,mood_swings,,,
Common Cold,disorientation,sneezing,runny_nose,fever,,,,,,,,,,,,,
Common Cold,cough,sneezing,sore_throat,runny_nose,,,,,,,,,,,,,
Common Cold,shortness_of_breath,swelling_in_legs,sneezing,cough,muscle_pain,sore_throat,constipation,phonophobia,fever,runny_nose,nasal_congestion,,,,,,
Common Cold,sneezing,cough,fever,dysphagia,heart_palpitations,vesicles,muscle_pain,sore_throat,,,,,,,,,
Common Cold,abdominal_cramps,fever,sore_throat,loss_of_appetite,runny_nose,confusion,headache,sneezing,hunger,,,,,,,,
Common Cold,cough,bleeding,runny_nose,heartburn,sneezing,bloating,joint_pain,anal_pain,balance_loss,numbness,fever,hives,nipple_discharge,oiliness,cloudy_urine,,
Common Cold,early_satiety,sore_throat,swelling_in_legs,runny_nose,chills,acid_reflux,skin_dimpling,abdominal_pain,sneezing,,,,,,,,
Common Cold,runny_nose,cough,memory_loss,sneezing,nasal_congestion,,,,,,,,,,,,
Common Cold,blood_in_stool,skin_rash,polyuria,wheezing,itching,cough,cramps,night_sweats,seizures,runny_nose,sneezing,stiffness,diarrhea,fever,vomiting,dizziness,
